"Season","Date","Team","Opp","Venue","HA","Player","Status","Pos","Min","FIC","Off","Def","Reb","Ast","PF","STL","TO","BLK","PTS","FGM","FGA","3PM","3PA","FTM","FTA","Gameid","result","mov","doubles","fantasy"
"2014",2014-02-01,"Adelaide 36ers","Cairns Taipans","Adelaide Arena","Home","Anthony Petrie","Starter","PF",32.2833333333,9,2,4,6,5,2,1,2,0,4,2,4,0,0,0,0,"138636",1,2,0,34
"2014",2014-02-01,"Adelaide 36ers","Cairns Taipans","Adelaide Arena","Home","Gary Ervin","Starter","PG",32.15,12.8,1,3,4,6,1,0,1,0,17,6,13,2,6,3,6,"138636",1,2,1,40
"2014",2014-02-01,"Adelaide 36ers","Cairns Taipans","Adelaide Arena","Home","Mitchell Creek","Starter","SF",23.4833333333,9.2,2,2,4,3,4,0,0,0,13,6,10,0,1,1,2,"138636",1,2,1,31
"2014",2014-02-01,"Adelaide 36ers","Cairns Taipans","Adelaide Arena","Home","Jarrid Frye","Bench","SG",19.4333333333,-0.6,1,2,3,0,2,1,2,0,6,3,8,0,0,0,3,"138636",1,2,0,10
"2014",2014-02-01,"Adelaide 36ers","Cairns Taipans","Adelaide Arena","Home","Luke Schenscher","Bench","C",11.8833333333,1.2,0,2,2,0,3,0,1,0,6,3,4,0,0,0,2,"138636",1,2,0,8
"2014",2014-02-01,"Adelaide 36ers","Cairns Taipans","Adelaide Arena","Home","Brendan Teys","Bench","PG",8.9666666667,0.5,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,"138636",1,2,0,8
"2014",2014-02-01,"Adelaide 36ers","Cairns Taipans","Adelaide Arena","Home","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138636",1,2,NA,NA
"2014",2014-01-31,"Townsville Crocodiles","Illawarra Hawks","Townsville Entertainment Centre","Home","Brian Conklin","Starter","PF",26.8333333333,9,2,2,4,2,5,1,2,1,12,5,7,0,0,2,2,"138635",1,13,1,33
"2014",2014-01-31,"Townsville Crocodiles","Illawarra Hawks","Townsville Entertainment Centre","Home","Jacob Holmes","Starter","C",26.4666666667,-0.5,2,3,5,1,0,0,2,0,3,1,9,1,2,0,0,"138635",1,13,0,13
"2014",2014-01-31,"Townsville Crocodiles","Illawarra Hawks","Townsville Entertainment Centre","Home","Josh Pace","Starter","SF",25.25,4.2,1,4,5,1,5,0,1,0,14,5,13,0,1,4,4,"138635",1,13,1,24
"2014",2014-01-31,"Townsville Crocodiles","Illawarra Hawks","Townsville Entertainment Centre","Home","Steven Markovic","Starter","SG",24.0166666667,15.8,1,0,1,8,4,1,4,0,20,7,9,3,4,3,4,"138635",1,13,1,46
"2014",2014-01-31,"Townsville Crocodiles","Illawarra Hawks","Townsville Entertainment Centre","Home","Mitchell Norton","Starter","PG",23.8833333333,6.5,1,1,2,2,1,0,0,0,10,1,5,1,3,7,8,"138635",1,13,1,21
"2014",2014-01-31,"Townsville Crocodiles","Illawarra Hawks","Townsville Entertainment Centre","Home","Peter Crawford","Bench","SG",22.35,5.4,0,3,3,0,1,1,3,0,12,3,7,3,6,3,3,"138635",1,13,1,19
"2014",2014-01-31,"Townsville Crocodiles","Illawarra Hawks","Townsville Entertainment Centre","Home","Todd Blanchfield","Bench","SF",21.8666666667,4.5,0,5,5,1,3,0,0,0,5,1,4,1,4,2,2,"138635",1,13,0,20
"2014",2014-01-31,"Townsville Crocodiles","Illawarra Hawks","Townsville Entertainment Centre","Home","Russell Hinder","Bench","C",20.15,4,2,4,6,1,3,0,0,0,4,1,5,1,3,1,2,"138635",1,13,0,21
"2014",2014-01-31,"Townsville Crocodiles","Illawarra Hawks","Townsville Entertainment Centre","Home","Mirko Djeric","Bench","PG",6.1333333333,0.2,0,2,2,0,1,0,0,0,0,0,1,0,1,0,0,"138635",1,13,0,6
"2014",2014-01-31,"Townsville Crocodiles","Illawarra Hawks","Townsville Entertainment Centre","Home","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138635",1,13,NA,NA
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","James Ennis","Starter","SF",42.05,23.6,0,8,8,5,3,2,1,1,32,10,21,3,9,9,11,"138634",0,-5,1,69
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","Shawn Redhage","Starter","PF",39.3333333333,13.2,1,0,1,3,5,0,1,0,27,11,16,2,4,3,6,"138634",0,-5,1,34
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","Damian Martin","Starter","PG",37.1666666667,13,2,4,6,8,0,2,2,1,2,1,4,0,0,0,0,"138634",0,-5,0,47
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","Jermaine Beal","Starter","SG",34.2833333333,-1.8,1,2,3,1,2,0,4,0,11,4,14,1,7,2,2,"138634",0,-5,1,9
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","Tom Jervis","Starter","C",24.4333333333,5.5,5,2,7,3,4,0,3,1,6,3,8,0,0,0,0,"138634",0,-5,0,30
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","Jesse Wagstaff","Bench","PF",24,6,1,3,4,0,5,0,1,0,13,6,9,1,3,0,0,"138634",0,-5,1,20
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","Greg Hire","Bench","SG",17.4666666667,3,2,4,6,3,5,1,0,0,1,0,5,0,4,1,2,"138634",0,-5,0,25
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","Drake U'u","Bench","SG",5.2833333333,1.2,1,1,2,0,0,0,1,0,2,1,2,0,1,0,0,"138634",0,-5,0,5
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","Jeremiah Trueman","Bench","PF",0.85,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"138634",0,-5,0,0
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","Erik Burdon","Bench","PG",0.0666666667,-0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"138634",0,-5,0,0
"2014",2014-01-30,"Perth Wildcats","Cairns Taipans","Challenge Stadium","Home","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138634",0,-5,NA,NA
"2014",2014-01-30,"Cairns Taipans","Perth Wildcats","Challenge Stadium","Away","Cameron Gliddon","Starter","SG",37.85,11,1,3,4,6,4,2,3,0,16,5,13,4,7,2,4,"138634",1,5,1,45
"2014",2014-01-30,"Cairns Taipans","Perth Wildcats","Challenge Stadium","Away","Alex Loughton","Starter","C",31.55,9.8,2,3,5,3,3,1,2,1,13,4,9,1,4,4,6,"138634",1,5,1,37
"2014",2014-01-30,"Cairns Taipans","Perth Wildcats","Challenge Stadium","Away","Demetri McCamey","Starter","PG",31.1333333333,10.9,0,3,3,3,2,2,0,0,14,4,11,3,8,3,3,"138634",1,5,1,39
"2014",2014-01-30,"Cairns Taipans","Perth Wildcats","Challenge Stadium","Away","Stephen Weigh","Starter","SF",28.2666666667,10,1,4,5,0,2,0,2,0,21,5,11,2,4,9,10,"138634",1,5,1,28
"2014",2014-01-30,"Cairns Taipans","Perth Wildcats","Challenge Stadium","Away","Matt Burston","Starter","PF",23.6666666667,9,3,7,10,0,3,1,1,0,6,2,3,0,0,2,4,"138634",1,5,1,31
"2014",2014-01-30,"Cairns Taipans","Perth Wildcats","Challenge Stadium","Away","Jamar Wilson","Bench","PG",28.0833333333,2,1,1,2,3,5,1,5,0,12,4,9,0,0,4,4,"138634",1,5,1,20
"2014",2014-01-30,"Cairns Taipans","Perth Wildcats","Challenge Stadium","Away","Mitchell Young","Bench","PF",22.4166666667,0.5,2,2,4,0,2,0,1,1,4,2,8,0,0,0,0,"138634",1,5,0,15
"2014",2014-01-30,"Cairns Taipans","Perth Wildcats","Challenge Stadium","Away","Clint Steindl","Bench","SF",21.9666666667,7.6,1,2,3,1,4,2,1,0,13,3,8,2,3,5,5,"138634",1,5,1,31
"2014",2014-01-30,"Cairns Taipans","Perth Wildcats","Challenge Stadium","Away","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138634",1,5,NA,NA
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","Sam Young","Starter","SF",36.9666666667,11.1,1,0,1,1,3,1,1,0,29,13,22,0,2,3,5,"138633",0,-18,1,31
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","Ben Madgen","Starter","SG",34.4666666667,12.1,1,1,2,2,2,1,0,0,20,9,15,1,5,1,1,"138633",0,-18,1,33
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","A.J. Ogilvy","Starter","C",32.7166666667,15,2,7,9,5,5,1,3,2,12,4,6,0,0,4,6,"138633",0,-18,1,50
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","Charles Carmouche","Starter","PG",32.7166666667,10.2,1,6,7,1,4,0,1,2,16,5,13,3,7,3,4,"138633",0,-18,1,38
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","Tom Garlepp","Starter","PF",26.2666666667,2.8,0,3,3,0,3,0,0,0,5,1,2,0,0,3,4,"138633",0,-18,0,10
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","James Harvey","Bench","SG",15.4,-1,0,1,1,1,4,0,0,0,0,0,1,0,1,0,0,"138633",0,-18,0,5
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","Cody Ellis","Bench","PF",12.4333333333,-1.1,0,1,1,0,2,0,0,0,4,1,5,0,3,2,3,"138633",0,-18,0,3
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","Kevin White","Bench","SG",3.75,-0.8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,"138633",0,-18,0,1
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","Brad Hill","Bench","SF",3.3166666667,-0.5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,2,"138633",0,-18,0,1
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","Ben Allen","Bench","C",1.8666666667,-0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"138633",0,-18,0,0
"2014",2014-01-30,"Sydney Kings","New Zealand Breakers","Vector Arena","Away","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138633",0,-18,NA,NA
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Kerron Johnson","Starter","PG",34.0666666667,12.9,0,7,7,3,2,2,1,0,17,7,14,1,4,2,5,"138633",1,18,1,43
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Mika Vukona","Starter","SF",30.7666666667,14.8,1,5,6,3,3,2,1,0,15,4,6,0,0,7,8,"138633",1,18,1,43
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Thomas Abercrombie","Starter","PF",28.5,15.9,2,3,5,2,4,0,1,2,20,8,11,1,1,3,3,"138633",1,18,1,46
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Gary Wilkinson","Starter","C",26.5166666667,7.2,2,2,4,2,4,1,3,0,17,7,13,0,4,3,4,"138633",1,18,1,29
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Corey Webster","Starter","SG",22.05,1,0,2,2,5,4,1,2,0,2,1,6,0,2,0,0,"138633",1,18,0,21
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Casey Frank","Bench","PF",20.4333333333,12,2,3,5,3,2,0,1,1,11,5,7,1,1,0,0,"138633",1,18,1,36
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Daryl Corletto","Bench","SG",13.65,-0.2,2,0,2,0,0,0,1,0,4,2,7,0,2,0,0,"138633",1,18,0,8
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Reuben Te Rangi","Bench","SF",13.25,10,1,1,2,0,1,0,0,0,14,6,7,2,2,0,0,"138633",1,18,1,23
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","C.J. Bruton","Bench","PG",9.9333333333,2,0,1,1,0,2,0,0,0,3,1,1,1,1,0,0,"138633",1,18,0,8
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Alonzo Burton","Bench","SG",0.25,1.2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,"138633",1,18,0,4
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Duane Bailey","Bench","SF",0.25,-0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"138633",1,18,0,2
"2014",2014-01-30,"New Zealand Breakers","Sydney Kings","Vector Arena","Home","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138633",1,18,NA,NA
"2014",2014-01-26,"Sydney Kings","Adelaide 36ers","Sydney Entertainment Centre","Home","Ben Madgen","Starter","SG",30.1333333333,25,1,6,7,4,1,3,1,1,25,9,14,3,3,4,4,"138632",1,12,1,69
"2014",2014-01-26,"Sydney Kings","Adelaide 36ers","Sydney Entertainment Centre","Home","Sam Young","Starter","SF",30.1333333333,11,2,2,4,4,0,0,5,1,21,7,14,1,3,6,8,"138632",1,12,1,35
"2014",2014-01-26,"Sydney Kings","Adelaide 36ers","Sydney Entertainment Centre","Home","A.J. Ogilvy","Starter","C",27.45,15.2,3,4,7,4,2,0,5,8,7,0,0,0,0,7,10,"138632",1,12,0,57
"2014",2014-01-26,"Sydney Kings","Adelaide 36ers","Sydney Entertainment Centre","Home","Tom Garlepp","Starter","PF",26.5666666667,12.4,0,4,4,2,4,0,0,0,21,5,9,0,0,11,13,"138632",1,12,1,33
"2014",2014-01-26,"Sydney Kings","Adelaide 36ers","Sydney Entertainment Centre","Home","Charles Carmouche","Starter","PG",23.25,5,0,2,2,1,3,2,1,0,9,3,8,3,5,0,0,"138632",1,12,0,25
"2014",2014-01-26,"Sydney Kings","Adelaide 36ers","Sydney Entertainment Centre","Home","James Harvey","Bench","SG",22.2833333333,2,1,3,4,1,2,1,3,0,6,2,6,0,4,2,2,"138632",1,12,0,16
"2014",2014-01-26,"Sydney Kings","Adelaide 36ers","Sydney Entertainment Centre","Home","Cody Ellis","Bench","PF",17.55,4.2,0,1,1,0,2,1,0,0,5,2,2,1,1,0,0,"138632",1,12,0,14
"2014",2014-01-26,"Sydney Kings","Adelaide 36ers","Sydney Entertainment Centre","Home","Kevin White","Bench","SG",14.1666666667,4.2,3,1,4,0,2,0,0,0,3,1,2,1,1,0,0,"138632",1,12,0,17
"2014",2014-01-26,"Sydney Kings","Adelaide 36ers","Sydney Entertainment Centre","Home","Brad Hill","Bench","SF",8.4,3.6,0,2,2,1,4,0,0,0,8,4,6,0,1,0,1,"138632",1,12,0,15
"2014",2014-01-26,"Sydney Kings","Adelaide 36ers","Sydney Entertainment Centre","Home","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138632",1,12,NA,NA
"2014",2014-01-26,"Adelaide 36ers","Sydney Kings","Sydney Entertainment Centre","Away","Gary Ervin","Starter","PG",38.0333333333,13.6,3,3,6,6,3,2,3,0,24,8,24,6,8,2,3,"138632",0,-12,1,56
"2014",2014-01-26,"Adelaide 36ers","Sydney Kings","Sydney Entertainment Centre","Away","Daniel Johnson","Starter","C",33.4,11.2,4,4,8,0,4,0,3,0,28,11,21,1,2,5,8,"138632",0,-12,1,35
"2014",2014-01-26,"Adelaide 36ers","Sydney Kings","Sydney Entertainment Centre","Away","Jason Cadee","Starter","SG",23.6166666667,-0.2,0,1,1,1,5,0,0,0,5,2,6,1,4,0,0,"138632",0,-12,0,9
"2014",2014-01-26,"Adelaide 36ers","Sydney Kings","Sydney Entertainment Centre","Away","Jarrid Frye","Starter","SF",22.4666666667,5.9,3,0,3,1,2,0,0,0,13,6,12,0,2,1,3,"138632",0,-12,1,20
"2014",2014-01-26,"Adelaide 36ers","Sydney Kings","Sydney Entertainment Centre","Away","Anthony Petrie","Starter","PF",21.3666666667,6,4,3,7,3,4,1,4,0,7,3,7,1,1,0,0,"138632",0,-12,0,29
"2014",2014-01-26,"Adelaide 36ers","Sydney Kings","Sydney Entertainment Centre","Away","Adam Gibson","Bench","PG",17.35,2.1,1,2,3,4,5,0,3,0,3,1,2,0,1,1,1,"138632",0,-12,0,16
"2014",2014-01-26,"Adelaide 36ers","Sydney Kings","Sydney Entertainment Centre","Away","Luke Schenscher","Bench","C",16.7666666667,1.5,1,1,2,1,2,0,1,0,6,1,5,0,0,4,4,"138632",0,-12,0,10
"2014",2014-01-26,"Adelaide 36ers","Sydney Kings","Sydney Entertainment Centre","Away","B.J. Anthony","Bench","SG",15.2,7.8,3,3,6,2,1,0,1,0,5,2,3,0,0,1,2,"138632",0,-12,0,23
"2014",2014-01-26,"Adelaide 36ers","Sydney Kings","Sydney Entertainment Centre","Away","Mitchell Creek","Bench","SG",11.7333333333,1.2,1,1,2,0,3,1,0,1,2,1,4,0,0,0,0,"138632",0,-12,0,14
"2014",2014-01-26,"Adelaide 36ers","Sydney Kings","Sydney Entertainment Centre","Away","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138632",0,-12,NA,NA
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Brian Conklin","Starter","SF",33.3166666667,20.5,2,5,7,4,4,1,1,1,26,9,14,0,0,8,10,"138630",0,-11,1,56
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Steven Markovic","Starter","PG",23.05,11.4,0,1,1,5,4,1,2,0,21,8,15,2,5,3,3,"138630",0,-11,1,37
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Peter Crawford","Starter","SG",22.7,-3.5,1,1,2,0,3,1,2,0,4,1,8,0,5,2,2,"138630",0,-11,0,6
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Todd Blanchfield","Starter","C",21.5666666667,3.5,0,2,2,0,3,0,0,0,8,3,6,2,3,0,0,"138630",0,-11,0,13
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Jacob Holmes","Starter","PF",20.5,3.8,0,3,3,1,1,0,0,0,4,1,3,0,0,2,2,"138630",0,-11,0,12
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Josh Pace","Bench","SF",21.8,5.5,1,3,4,0,0,0,0,1,5,2,4,0,0,1,2,"138630",0,-11,0,16
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Mitchell Norton","Bench","PG",17.95,3.5,1,1,2,3,2,0,2,0,7,2,6,1,3,2,2,"138630",0,-11,0,16
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Mirko Djeric","Bench","PG",17.2833333333,2.5,0,0,0,1,1,1,0,0,4,1,3,1,2,1,2,"138630",0,-11,0,10
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Russell Hinder","Bench","PF",17.0666666667,2.5,0,2,2,2,4,0,0,1,0,0,0,0,0,0,0,"138630",0,-11,0,14
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Greg Vanderjagt","Bench","C",4.6833333333,-0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"138630",0,-11,0,0
"2014",2014-01-24,"Townsville Crocodiles","Cairns Taipans","Townsville Entertainment Centre","Home","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138630",0,-11,NA,NA
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Alex Loughton","Starter","C",34.25,0.2,3,5,8,1,3,0,4,1,6,3,12,0,3,0,0,"138630",1,11,0,22
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Cameron Gliddon","Starter","SG",33.6666666667,8.5,0,1,1,2,3,0,1,0,18,6,12,4,8,2,2,"138630",1,11,1,27
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Demetri McCamey","Starter","PG",28.1166666667,12.1,1,3,4,1,2,1,2,0,17,5,8,4,5,3,3,"138630",1,11,1,34
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Stephen Weigh","Starter","SF",26.9833333333,16.8,2,5,7,1,1,0,0,1,17,7,10,3,3,0,0,"138630",1,11,1,44
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Clint Steindl","Starter","PF",25.75,4.2,0,4,4,2,3,1,1,1,5,1,6,1,5,2,2,"138630",1,11,0,26
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Jamar Wilson","Bench","PG",31.65,20.8,1,6,7,8,2,0,2,0,23,7,12,0,1,9,10,"138630",1,11,1,57
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Matt Burston","Bench","PF",11.4,4,1,1,2,2,3,0,0,1,3,1,2,0,0,1,2,"138630",1,11,0,19
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Mitchell Young","Bench","PF",5.0666666667,0,2,0,2,0,3,0,0,0,1,0,1,0,0,1,2,"138630",1,11,0,8
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Matthew Andronicos","Bench","C",2.3833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"138630",1,11,0,2
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Shaun Bruce","Bench","SG",0.6666666667,0.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"138630",1,11,0,4
"2014",2014-01-24,"Cairns Taipans","Townsville Crocodiles","Townsville Entertainment Centre","Away","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138630",1,11,NA,NA
"2014",2014-01-24,"Perth Wildcats","Melbourne United","Challenge Stadium","Home","Jermaine Beal","Starter","SG",35.1333333333,4.5,1,2,3,6,2,1,2,0,7,3,12,1,6,0,0,"138629",0,-3,0,29
"2014",2014-01-24,"Perth Wildcats","Melbourne United","Challenge Stadium","Home","Damian Martin","Starter","PG",35.0666666667,14.5,2,4,6,3,3,3,1,0,12,5,7,0,2,2,2,"138629",0,-3,1,44
"2014",2014-01-24,"Perth Wildcats","Melbourne United","Challenge Stadium","Home","James Ennis","Starter","SF",34.6333333333,11.1,4,7,11,4,3,3,5,0,19,6,18,1,6,6,11,"138629",0,-3,2,59
"2014",2014-01-24,"Perth Wildcats","Melbourne United","Challenge Stadium","Home","Shawn Redhage","Starter","PF",32.9166666667,9,1,2,3,4,3,0,0,1,15,6,15,1,4,2,2,"138629",0,-3,1,35
"2014",2014-01-24,"Perth Wildcats","Melbourne United","Challenge Stadium","Home","Tom Jervis","Starter","C",23.6166666667,15.9,3,2,5,2,3,1,0,2,21,7,13,0,0,7,9,"138629",0,-3,1,47
"2014",2014-01-24,"Perth Wildcats","Melbourne United","Challenge Stadium","Home","Jesse Wagstaff","Bench","PF",23.45,3,1,1,2,0,4,1,1,1,6,2,5,2,4,0,0,"138629",0,-3,0,18
"2014",2014-01-24,"Perth Wildcats","Melbourne United","Challenge Stadium","Home","Greg Hire","Bench","SG",9.7833333333,0.8,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,"138629",0,-3,0,7
"2014",2014-01-24,"Perth Wildcats","Melbourne United","Challenge Stadium","Home","Erik Burdon","Bench","SG",3.35,-0.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"138629",0,-3,0,0
"2014",2014-01-24,"Perth Wildcats","Melbourne United","Challenge Stadium","Home","Drake U'u","Bench","SG",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"138629",0,-3,0,4
"2014",2014-01-24,"Perth Wildcats","Melbourne United","Challenge Stadium","Home","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138629",0,-3,NA,NA
"2014",2014-01-23,"New Zealand Breakers","Illawarra Hawks","Vector Arena","Home","Kerron Johnson","Starter","PG",32.35,9,1,2,3,0,2,1,2,1,21,6,14,3,7,6,8,"138628",1,5,1,31
"2014",2014-01-23,"New Zealand Breakers","Illawarra Hawks","Vector Arena","Home","Gary Wilkinson","Starter","C",31.95,16,0,2,2,4,3,0,0,1,20,7,10,3,3,3,4,"138628",1,5,1,43
"2014",2014-01-23,"New Zealand Breakers","Illawarra Hawks","Vector Arena","Home","Thomas Abercrombie","Starter","PF",28.5833333333,11.6,1,5,6,2,3,0,3,1,20,7,13,3,5,3,5,"138628",1,5,1,37
"2014",2014-01-23,"New Zealand Breakers","Illawarra Hawks","Vector Arena","Home","Corey Webster","Starter","SG",23.2333333333,15.8,2,1,3,5,2,3,1,0,13,5,8,3,3,0,0,"138628",1,5,1,50
"2014",2014-01-23,"New Zealand Breakers","Illawarra Hawks","Vector Arena","Home","Mika Vukona","Starter","SF",21.15,8.9,1,5,6,2,4,1,3,0,11,3,4,0,0,5,5,"138628",1,5,1,30
"2014",2014-01-23,"New Zealand Breakers","Illawarra Hawks","Vector Arena","Home","Casey Frank","Bench","PF",20.8,6.9,2,3,5,3,3,1,2,1,6,2,5,0,2,2,3,"138628",1,5,0,31
"2014",2014-01-23,"New Zealand Breakers","Illawarra Hawks","Vector Arena","Home","Daryl Corletto","Bench","SG",15.2,0.8,0,0,0,2,2,0,0,0,2,0,2,0,2,2,2,"138628",1,5,0,9
"2014",2014-01-23,"New Zealand Breakers","Illawarra Hawks","Vector Arena","Home","C.J. Bruton","Bench","PG",14.9833333333,4,0,1,1,2,1,0,0,0,4,1,2,0,1,2,2,"138628",1,5,0,14
"2014",2014-01-23,"New Zealand Breakers","Illawarra Hawks","Vector Arena","Home","Reuben Te Rangi","Bench","SF",11.6666666667,6.8,0,0,0,1,4,0,0,1,9,3,3,3,3,0,0,"138628",1,5,0,21
"2014",2014-01-23,"New Zealand Breakers","Illawarra Hawks","Vector Arena","Home","Team","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138628",1,5,NA,NA
"2014",2014-01-19,"Sydney Kings","Melbourne United","Sydney Entertainment Centre","Home","Ben Madgen","Starter","SF",33.4666666667,12.5,0,4,4,4,3,0,0,1,12,4,6,0,0,4,4,"138478",1,13,1,37
"2014",2014-01-19,"Sydney Kings","Melbourne United","Sydney Entertainment Centre","Home","Sam Young","Starter","PF",28,-1.1,1,2,3,2,3,1,2,0,7,3,11,0,1,1,5,"138478",1,13,0,14
